query_id,dcg_score,mrr_score,majority_at_k_score
19335,0.4785577741612048,0.4685321446882088,0.4
47923,0.2986286028346955,0.1757575757575757,0.0
87181,0.5454506934283749,0.5969411394357348,0.7666666666666666
87452,0.4630279687687157,0.41652460465935,0.2
104861,0.437256667528035,0.38333863680169,0.4666666666666666
130510,0.5947566561629877,0.6888013393208832,1.0
131843,0.5622451080847389,0.6381939471877173,1.0
146187,0.4564631999358087,0.4018242753115769,0.0
148538,0.3618198957150381,0.250997601795177,0.0666666666666666
156493,0.5398406893606733,0.5516666666666666,0.3
168216,0.297814210444101,0.1677877582421859,0.0666666666666666
182539,0.601959653548362,0.6848293151537239,0.5333333333333333
183378,0.4676162970740984,0.440605888672936,0.43
207786,0.5517912777397698,0.6077646496592942,0.8666666666666666
264014,0.469949211558942,0.4512646500843397,0.4599999999999999
359349,0.4386901307003983,0.3892715656046429,0.3666666666666666
405717,0.5909496017048248,0.6870598693934649,0.9
443396,0.5290890215086054,0.5621128154531715,0.7333333333333332
451602,0.5215612589135444,0.5471927428604826,0.7
489204,0.4950962767747578,0.4868588271630003,0.5
490595,0.4660598102468982,0.4429486568819934,0.3999999999999999
527433,0.5372218345106129,0.5801902426808586,0.9
573724,0.4163447692631353,0.3415423829009752,0.29
833860,0.5900672964549616,0.6588284444938921,0.6333333333333332
855410,0.5514443954877135,0.611194074139837,1.0
915593,0.4549292489506779,0.3985018861438656,0.0
962179,0.4358954867326766,0.3612598182910446,0.0
1037798,0.5604287264801484,0.6346488099991989,1.0
1063750,0.3983995477552273,0.3046707067814836,0.35
1103812,0.4360433801991267,0.3633133533133533,0.0
1106007,0.4848170781802116,0.4742501296609757,0.2
1110199,0.6098959660404082,0.7072025257813437,0.7
1112341,0.3431827703858805,0.2313008266521316,0.2799999999999999
1113437,0.5054087516519454,0.5047269013588884,0.5599999999999999
1114646,0.5816865727911122,0.6773666243087795,1.0
1114819,0.3405536690518652,0.2374990931286277,0.3666666666666666
1115776,0.4150532409012002,0.317433474088252,0.0
1117099,0.4950721048294484,0.4865648070273806,0.4
1121402,,,
1121709,0.4425459744109662,0.3858585858585858,0.3
1124210,0.454288039506144,0.4210321624298768,0.43
1129237,0.6128544796643624,0.6992045050796516,0.5666666666666667
1133167,0.4658267802082346,0.4320973849494419,0.3666666666666666
