query_id,dcg_score,mrr_score,majority_at_k_score
19335,0.49276666058355334,0.48718371360247115,0.5
47923,0.5109844564454933,0.5347619047619048,0.7
87181,0.5290934937196086,0.5557923962678128,0.6
87452,0.4683802737956736,0.45080622002565207,0.6333333333333333
104861,0.5145701665342766,0.5226073356490193,0.5833333333333333
130510,0.6185499848213551,0.7229729443237284,1.0
131843,0.5249207413384609,0.5574406282287454,1.0
146187,0.41031654915926846,0.32630076523273116,0.1
148538,0.5189403039128688,0.5393823177777952,0.6
156493,0.46678907966027194,0.4377777777777777,0.3
168216,0.41653733318647257,0.3563339162715914,0.26666666666666666
182539,0.48403285186487216,0.4704787512590192,0.5
183378,0.4793607542721617,0.46002884973462016,0.4333333333333333
207786,0.5198864201767853,0.5326192464581551,0.5999999999999999
264014,0.48928837693256855,0.477787920152464,0.6333333333333333
359349,0.42782178397330145,0.3744366473034579,0.4333333333333333
405717,0.501804959823114,0.5018278397546578,0.6333333333333333
443396,0.5332590698782168,0.5704486097226024,0.7
451602,0.44124749139763625,0.38437519225555433,0.35
489204,0.4845667149395864,0.4723200929778706,0.48
490595,0.5800558247040174,0.6614864497781018,0.7
527433,0.5555191488009795,0.6187327506500928,0.6
573724,0.5127946509411079,0.5331291208627542,0.48
833860,0.4502464124683242,0.40667659288279767,0.6666666666666666
855410,0.5350890624496351,0.559336833802029,0.6333333333333333
915593,0.4542247493186661,0.40205319034390674,0.2
962179,0.500721695621345,0.5015524269773908,0.4
1037798,0.5576722277866153,0.6253718034353332,0.9333333333333332
1063750,0.4385337078885475,0.3738542087087535,0.39999999999999997
1103812,0.4923382502942837,0.46940170940170944,0.25
1106007,0.6340935333578417,0.7343845593252654,0.6666666666666666
1110199,0.6047116165592804,0.693632227212321,0.7833333333333333
1112341,0.43785912009156647,0.39335967662414184,0.30999999999999994
1113437,0.47996635481181854,0.4749375515698235,0.3833333333333333
1114646,0.552316079192656,0.6078393416503081,0.7
1114819,0.48512833855994436,0.47851993681445715,0.5
1115776,0.41277408073107125,0.33471707036729803,0.1
1117099,0.45761602089267595,0.42544009872915656,0.5666666666666667
1121402,,,
1121709,0.6471890584540205,0.7660139860139861,1.0
1124210,0.4281067324607301,0.3692511175580609,0.4533333333333333
1129237,0.5531538651655636,0.6063298440417084,0.7
1133167,0.5112181690147327,0.5197549565970611,0.6833333333333332
