query_id,dcg_score,mrr_score,majority_at_k_score
19335,0.3406718726292793,0.2214800821810888,0.25
47923,0.4145806171542725,0.339047619047619,0.0
87181,0.4356243779426149,0.3760889649507579,0.4333333333333333
87452,0.4015512404700176,0.3100076822038061,0.0
104861,0.5293217174360026,0.5525915638645669,0.6666666666666666
130510,0.5684095012615541,0.6503142944500294,1.0
131843,0.5360997178108475,0.5830338334860823,1.0
146187,0.3791183049664984,0.2630412524490799,0.0
148538,0.4318223546645836,0.3540036384508487,0.0
156493,0.5126998633666475,0.5033333333333334,0.3
168216,0.48934147965809,0.4751584089066158,0.375
182539,0.3748317802109094,0.2807622352461984,0.2666666666666666
183378,0.4559834760596789,0.4294819655193704,0.4166666666666666
207786,0.4910572744802377,0.4753311711134495,0.4333333333333333
264014,0.4395898300571899,0.3923476180871099,0.4666666666666667
359349,0.5148429702515327,0.5194245435960703,0.3666666666666666
405717,0.6229711392972953,0.736966352182539,1.0
443396,0.4696305762580283,0.4381352705486619,0.2666666666666666
451602,0.4100653614689798,0.3176752979494371,0.1166666666666666
489204,0.4826746139881901,0.4686720301557989,0.4666666666666666
490595,0.566565252851766,0.6207159137504028,0.6333333333333333
527433,0.4965115651084804,0.4957716442243085,0.5
573724,0.3993033099642877,0.3114774217446172,0.3399999999999999
833860,0.4890253450398574,0.4795168565881519,0.4666666666666667
855410,0.5439239125084148,0.5955399262372416,0.8
915593,0.4797039305549598,0.4549923358166342,0.3
962179,0.4323923638420278,0.3552135466680829,0.2333333333333333
1037798,0.5861268366835013,0.6803238767789426,1.0
1063750,0.4027729583878078,0.3097557602750989,0.3666666666666666
1103812,0.4248306232225299,0.3462271062271062,0.0
1106007,0.4942877803275053,0.4893193051732843,0.6
1110199,0.5887343728076745,0.6700887664374438,0.6
1112341,0.3452534691197363,0.2231828651660706,0.1166666666666666
1113437,0.5293957260293339,0.5530084093265726,0.52
1114646,0.5394083600612347,0.5765161225161166,0.6
1114819,0.4565801640931066,0.4195583136436581,0.4333333333333333
1115776,0.4592410673715115,0.4136298906206087,0.3
1117099,0.4900603602531583,0.4832199181410203,0.2333333333333333
1121402,,,
1121709,0.4255069479924667,0.3448018648018648,0.0
1124210,0.3837487703340091,0.2933240750177631,0.3299999999999999
1129237,0.416448505118254,0.3471444962585478,0.3999999999999999
1133167,0.5712797998751762,0.631526473081805,0.7333333333333333
