query_id,dcg_score,mrr_score,majority_at_k_score
19335,0.5088475899060216,0.5238095238095238,0.5
47923,0.3868528072345416,0.2727272727272727,0.0
87181,0.5522800447632785,0.6195833965519006,0.5
87452,0.4635179362855724,0.4165783380499099,0.0
104861,0.5875604013627471,0.6588886437540167,0.7
130510,0.6103163729325723,0.7271328671328672,0.9
131843,0.546546529670947,0.608294930875576,1.0
146187,0.4853799850529684,0.4626456477039068,0.0
148538,0.4570757435498809,0.4021816003778061,0.2
156493,0.4731974454383393,0.4444444444444445,0.5
168216,0.4279515235076896,0.3507796610169492,0.0
182539,0.6288664245018524,0.7328244274809161,0.5
183378,0.4912085149430709,0.4854167691605972,0.3666666666666666
207786,0.5335101132286646,0.5745388298948639,0.5333333333333333
264014,0.4431459287281719,0.3979238754325259,0.4
359349,0.5314943890798822,0.5592452830188679,0.6666666666666666
405717,0.5540951288555703,0.6210061091506706,1.0
443396,0.5672807944841554,0.6432062561094819,1.0
451602,0.4787430183259283,0.4525904203323557,0.4666666666666666
489204,0.3793681275664273,0.2653673163418291,0.3333333333333333
490595,0.4847400006212584,0.4676663962393747,0.5333333333333333
527433,0.5630783655806836,0.6392333709131905,1.0
573724,0.6080762574041044,0.6986042109331219,0.6799999999999999
833860,0.6369485624858371,0.7317073170731707,0.6666666666666666
855410,0.5743530577714466,0.6575342465753424,1.0
915593,0.5088504419906611,0.5223880597014925,0.5
962179,0.4732633621587464,0.4364288561179753,0.0
1037798,0.5988294158008084,0.7075038284839205,1.0
1063750,0.4105184560025644,0.3187347931873479,0.3333333333333333
1103812,0.4587575378214922,0.4064102564102564,0.0
1106007,0.5050130146578252,0.5087719298245614,0.6666666666666666
1110199,0.6433908206668806,0.7697414380294421,0.8
1112341,0.3318827184217866,0.2114695340501792,0.25
1113437,0.3708826614307696,0.274390243902439,0.25
1114646,0.6051816661730497,0.72164014082838,1.0
1114819,0.3134087239893398,0.1979148452526665,0.2666666666666666
1115776,0.46784182347209,0.426086956521739,0.0
1117099,0.4327292671175762,0.372297609167628,0.4666666666666667
1121402,,,
1121709,0.4793787713240882,0.4545454545454545,0.0
1124210,0.3887889279352026,0.3034825870646765,0.5
1129237,0.5634699952352398,0.6028985507246377,0.6666666666666666
1133167,0.5491971884456692,0.6024259467497093,0.6
